BEARINGID,CODE,NAME=型号,MANUFACTURE,DESCRIPTION,BPFO=外圈,BPFI=内圈,BSF=滚子,FTF=保持架,EDITSTATUS
4539,ZC004539,52412,NTN,NTN,5.5,5.5,1.87,0.5,0
4540,ZC004540,52413,NTN,NTN,5.5,5.5,1.899,0.5,0
4541,ZC004541,52414,NTN,NTN,5.5,5.5,1.925,0.5,0
4542,ZC004542,52415,NTN,NTN,5.5,5.5,1.948,0.5,0
4543,ZC004543,52416,NTN,NTN,5,5,1.969,0.5,0
4544,ZC004544,52417,NTN,NTN,5,5,1.987,0.5,0
4545,ZC004545,52418,NTN,NTN,5,5,2.004,0.5,0
4546,ZC004546,52420,NTN,NTN,5,5,1.953,0.5,0
4547,ZC004547,52422,NTN,NTN,5.5,5.5,1.983,0.5,0
4548,ZC004548,52424,NTN,NTN,5.5,5.5,2.081,0.5,0
4549,ZC004549,52426,NTN,NTN,5,5,1.969,0.5,0
4550,ZC004550,5302,NTN,Double Row Ang. Contact,2.69,4.31,1.73,0.38,0
4551,ZC004551,5303,NTN,Double Row Ang. Contact,2.67,4.33,1.73,0.38,0
4552,ZC004552,5304,NTN,Double Row Ang. Contact,2.77,4.23,1.97,0.4,0
4553,ZC004553,5305,NTN,Double Row Ang. Contact,3.19,4.81,2.05,0.4,0
4554,ZC004554,5306,NTN,Double Row Ang. Contact,3.21,4.79,2.1,0.4,0
4555,ZC004555,5307,NTN,Double Row Ang. Contact,3.19,4.81,2.04,0.4,0
4556,ZC004556,5308,NTN,Double Row Ang. Contact,3.2,4.8,2.07,0.4,0
4557,ZC004557,5309,NTN,Double Row Ang. Contact,3.2,4.8,2.09,0.4,0
4558,ZC004558,5310,NTN,Double Row Ang. Contact,3.21,4.79,2.11,0.4,0
4559,ZC004559,5311,NTN,Double Row Ang. Contact,3.2,4.8,2.07,0.4,0
4560,ZC004560,5312,NTN,Double Row Ang. Contact,3.2,4.8,2.08,0.4,0
4561,ZC004561,5313,NTN,Double Row Ang. Contact,3.2,4.8,2.07,0.4,0
4562,ZC004562,5314,NTN,Double Row Ang. Contact,3.2,4.5,2.08,0.4,0
4563,ZC004563,5315,NTN,Double Row Ang. Contact,3.2,4.8,2.09,0.4,0
4564,ZC004564,562005,NTN,NTN,8.405,9.595,3.763,0.467,0
4565,ZC004565,562006,NTN,NTN,9.927,11.073,4.564,0.473,0
4566,ZC004566,562007,NTN,NTN,10.853,12.147,4.433,0.472,0
4567,ZC004567,562008,NTN,NTN,9.888,11.112,4.277,0.471,0
4568,ZC004568,562009,NTN,NTN,11.851,13.149,4.8,0.474,0
4569,ZC004569,562010,NTN,NTN,12.852,14.148,5.195,0.476,0
4570,ZC004570,562011,NTN,NTN,10.875,12.125,4.585,0.473,0
4571,ZC004571,562012,NTN,NTN,11.389,12.611,4.9,0.475,0
4572,ZC004572,562013,NTN,NTN,12.378,13.622,5.216,0.476,0
4573,ZC004573,562014,NTN,NTN,12.854,14.146,5.209,0.476,0
4574,ZC004574,562015,NTN,NTN,13.842,15.158,5.496,0.477,0
4575,ZC004575,562016,NTN,NTN,13.832,15.168,5.416,0.477,0
4576,ZC004576,562017,NTN,NTN,14.341,15.659,5.679,0.478,0
4577,ZC004577,562018,NTN,NTN,14.336,15.664,5.634,0.478,0
4578,ZC004578,562019,NTN,NTN,14.843,16.157,5.888,0.479,0
4579,ZC004579,562020,NTN,NTN,15.349,16.651,6.131,0.48,0
4580,ZC004580,562021,NTN,NTN,15.34,16.66,6.052,0.479,0
4581,ZC004581,562022,NTN,NTN,13.853,15.147,5.589,0.478,0
4582,ZC004582,562024,NTN,NTN,14.854,16.146,5.984,0.479,0
4583,ZC004583,562026,NTN,NTN,12.855,14.145,5.217,0.476,0
4584,ZC004584,562028,NTN,NTN,13.844,15.156,5.518,0.477,0
4585,ZC004585,562030,NTN,NTN,14.849,16.151,5.946,0.479,0
4586,ZC004586,562032,NTN,NTN,14.35,15.65,5.759,0.478,0
4587,ZC004587,562034,NTN,NTN,14.34,15.66,5.668,0.478,0
4588,ZC004588,562036,NTN,NTN,14.338,15.662,5.656,0.478,0
4589,ZC004589,562038,NTN,NTN,14.845,16.155,5.91,0.479,0
4590,ZC004590,562040,NTN,NTN,14.835,16.165,5.815,0.479,0
4591,ZC004591,562044,NTN,NTN,13.853,15.147,5.589,0.478,0
4592,ZC004592,562048,NTN,NTN,14.854,16.146,5.984,0.479,0
4593,ZC004593,562052,NTN,NTN,14.839,16.161,5.852,0.479,0
4594,ZC004594,562056,NTN,NTN,15.836,17.164,6.199,0.48,0
4595,ZC004595,562060,NTN,NTN,15.342,16.658,6.068,0.479,0
4596,ZC004596,562064,NTN,NTN,15.854,17.146,6.374,0.48,0
4597,ZC004597,562920,NTN,NTN,16.864,18.136,6.873,0.482,0
4598,ZC004598,562921,NTN,NTN,17.855,19.145,7.16,0.483,0
4599,ZC004599,562922,NTN,NTN,18.363,19.637,7.446,0.483,0
4600,ZC004600,562924,NTN,NTN,19.342,20.658,7.587,0.484,0
4601,ZC004601,562926,NTN,NTN,19.344,20.656,7.609,0.484,0
4602,ZC004602,562928,NTN,NTN,20.353,21.647,8.109,0.485,0
4603,ZC004603,562930,NTN,NTN,18.34,19.66,7.186,0.483,0
4604,ZC004604,562932,NTN,NTN,19.341,20.659,7.581,0.484,0
4605,ZC004605,562934,NTN,NTN,20.342,21.658,7.975,0.484,0
4606,ZC004606,562936,NTN,NTN,17.344,18.656,6.851,0.482,0
4607,ZC004607,562938,NTN,NTN,17.854,19.146,7.155,0.483,0
4608,ZC004608,562940,NTN,NTN,17.352,18.648,6.93,0.482,0
4609,ZC004609,562944,NTN,NTN,18.85,20.15,7.487,0.483,0
4610,ZC004610,562948,NTN,NTN,20.352,21.648,8.088,0.485,0
4611,ZC004611,562952,NTN,NTN,19.343,20.657,7.597,0.484,0
4612,ZC004612,562956,NTN,NTN,20.352,21.648,8.097,0.485,0
4613,ZC004613,562960,NTN,NTN,19.348,20.652,7.666,0.484,0
4614,ZC004614,562964,NTN,NTN,20.352,21.648,8.091,0.485,0
4615,ZC004615,60/22,NTN,Deep Grove,3.63,5.37,2.5,0.4,0
4616,ZC004616,60/28,NTN,Deep Grove,4.11,5.89,2.71,0.41,0
4617,ZC004617,60/32,NTN,Deep Grove,4.12,5.88,2.75,0.41,0
4618,ZC004618,6000,NTN,Deep Grove,2.57,4.44,1.74,0.37,0
4619,ZC004619,6001,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4620,ZC004620,6002,NTN,Deep Grove,3.59,5.41,2.37,0.4,0
4621,ZC004621,6003,NTN,Deep Grove,3.15,4.85,2.24,0.39,0
4622,ZC004622,6004,NTN,Deep Grove,3.59,5.41,2.38,0.4,0
4623,ZC004623,6005,NTN,Deep Grove,4.12,5.88,2.75,0.41,0
4624,ZC004624,6006,NTN,Deep Grove,4.59,6.41,2.93,0.42,0
4625,ZC004625,6007,NTN,Deep Grove,4.6,6.4,2.98,0.42,0
4626,ZC004626,6008,NTN,Deep Grove,5.12,6.88,3.33,0.43,0
4627,ZC004627,6009,NTN,Deep Grove,5.56,7.44,3.37,0.43,0
4628,ZC004628,6010,NTN,Deep Grove,6.06,7.94,3.66,0.43,0
4629,ZC004629,6011,NTN,Deep Grove,5.58,7.42,3.44,0.43,0
4630,ZC004630,6012,NTN,Deep Grove,6.07,7.93,3.69,0.43,0
4631,ZC004631,6013,NTN,Deep Grove,6.56,8.44,3.94,0.44,0
4632,ZC004632,6014,NTN,Deep Grove,6.08,7.92,3.72,0.43,0
4633,ZC004633,6015,NTN,Deep Grove,6.56,8.44,3.93,0.44,0
4634,ZC004634,6016,NTN,Deep Grove,6.08,7.92,3.73,0.43,0
4635,ZC004635,6017,NTN,Deep Grove,6.56,8.44,3.92,0.44,0
4636,ZC004636,6018,NTN,Deep Grove,6.08,7.92,3.75,0.43,0
4637,ZC004637,6019,NTN,Deep Grove,6.56,8.44,3.92,0.44,0
4638,ZC004638,6020,NTN,Deep Grove,6.6,8.4,4.09,0.44,0
4639,ZC004639,6021,NTN,Deep Grove,6.56,8.44,3.91,0.44,0
4640,ZC004640,6022,NTN,Deep Grove,6.09,7.91,3.77,0.43,0
4641,ZC004641,6024,NTN,Deep Grove,6.59,8.41,4.05,0.44,0
4642,ZC004642,6026,NTN,Deep Grove,6.56,8.44,3.94,0.44,0
4643,ZC004643,6028,NTN,Deep Grove,7.06,8.94,4.18,0.44,0
4644,ZC004644,6030,NTN,Deep Grove,7.05,8.95,4.16,0.44,0
4645,ZC004645,6032,NTN,Deep Grove,7.05,8.95,41.4,0.44,0
4646,ZC004646,6034,NTN,Deep Grove,6.56,8.44,3.92,0.44,0
4647,ZC004647,6036,NTN,Deep Grove,6.08,7.92,3.75,0.43,0
4648,ZC004648,6038,NTN,Deep Grove,6.56,8.44,3.92,0.44,0
4649,ZC004649,6040,NTN,Deep Grove,6.09,7.91,3.76,0.43,0
4650,ZC004650,6044,NTN,Deep Grove,6.57,8.43,3.95,0.44,0
4651,ZC004651,6048,NTN,Deep Grove,7.07,8.93,4.24,0.44,0
4652,ZC004652,6052,NTN,Deep Grove,6.12,7.88,3.93,0.44,0
4653,ZC004653,6056,NTN,Deep Grove,5.18,6.82,3.61,0.43,0
4654,ZC004654,6060,NTN,Deep Grove,5.2,6.8,3.67,0.43,0
4655,ZC004655,6064,NTN,Deep Grove,5.67,7.33,3.87,0.44,0
4656,ZC004656,6068,NTN,Deep Grove,5.2,6.8,3.7,0.43,0
4657,ZC004657,6072,NTN,Deep Grove,5.67,7.33,3.87,0.44,0
4658,ZC004658,6076,NTN,Deep Grove,6.15,7.85,4.05,0.44,0
4659,ZC004659,6080,NTN,Deep Grove,5.67,7.33,3.87,0.44,0
4660,ZC004660,6084,NTN,Deep Grove,6.15,7.85,4.03,0.44,0
4661,ZC004661,62/22,NTN,Deep Grove,3.12,4.88,2.16,0.39,0
4662,ZC004662,62/28,NTN,NTN,3.114,4.886,2.146,0.389,0
4663,ZC004663,62/32,NTN,Deep Grove,3.15,4.85,2.24,0.39,0
4664,ZC004664,62/78,NTN,Deep Grove,3.11,4.89,2.15,0.39,0
4665,ZC004665,6200,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4666,ZC004666,6201,NTN,Deep Grove,2.62,4.38,1.86,0.37,0
4667,ZC004667,6202,NTN,Deep Grove,2.61,4.39,1.84,0.37,0
4668,ZC004668,6203,NTN,Deep Grove,2.63,4.37,1.89,0.38,0
4669,ZC004669,6204,NTN,Deep Grove,3.08,4.92,2.06,0.39,0
4670,ZC004670,6205,NTN,Deep Grove,3.59,5.41,2.36,0.4,0
4671,ZC004671,6206,NTN,Deep Grove,3.58,5.42,2.34,0.4,0
4672,ZC004672,6207,NTN,Deep Grove,3.57,5.43,2.31,0.4,0
4673,ZC004673,6208,NTN,Deep Grove,3.61,5.39,2.42,0.4,0
4674,ZC004674,6209,NTN,Deep Grove,3.62,5.38,2.46,0.4,0
4675,ZC004675,6210,NTN,Deep Grove,4.09,5.91,2.66,0.41,0
4676,ZC004676,6211,NTN,Deep Grove,4.08,5.92,2.62,0.41,0
4677,ZC004677,6212,NTN,Deep Grove,4.08,5.92,2.63,0.41,0
4678,ZC004678,6213,NTN,Deep Grove,4.1,5.9,2.69,0.41,0
4679,ZC004679,6214,NTN,Deep Grove,4.11,5.89,2.7,0.41,0
4680,ZC004680,6215,NTN,Deep Grove,4.57,6.43,2.88,0.42,0
4681,ZC004681,6216,NTN,Deep Grove,4.14,5.86,2.8,0.41,0
4682,ZC004682,6217,NTN,Deep Grove,4.58,6.42,2.89,0.42,0
4683,ZC004683,6218,NTN,Deep Grove,4.11,5.89,2.73,0.41,0
4684,ZC004684,6219,NTN,Deep Grove,4.1,5.9,2.69,0.41,0
4685,ZC004685,6220,NTN,Deep Grove,4.09,5.91,2.66,0.41,0
4686,ZC004686,6221,NTN,Deep Grove,4.09,5.91,2.64,0.41,0
4687,ZC004687,6222,NTN,Deep Grove,4.08,5.92,2.62,0.41,0
4688,ZC004688,6224,NTN,Deep Grove,4.1,5.9,2.69,0.41,0
4689,ZC004689,6226,NTN,Deep Grove,4.12,5.88,2.75,0.41,0
4690,ZC004690,6228,NTN,Deep Grove,4.19,5.81,2.99,0.42,0
4691,ZC004691,6230,NTN,Deep Grove,4.67,6.33,3.23,0.42,0
4692,ZC004692,6230-a,NTN,Deep Grove,5.15,6.85,3.47,0.43,0
4693,ZC004693,6232,NTN,NTN,5.152,6.848,3.467,0.429,0
4694,ZC004694,6234,NTN,Deep Grove,5.13,6.87,3.37,0.43,0
4695,ZC004695,6236,NTN,Deep Grove,4.66,6.34,3.2,0.42,0
4696,ZC004696,6238,NTN,Deep Grove,4.64,6.36,3.13,0.42,0
4697,ZC004697,6240,NTN,Deep Grove,5.12,6.88,3.32,0.43,0
4698,ZC004698,6244,NTN,Deep Grove,5.14,6.86,3.42,0.43,0
4699,ZC004699,63/22,NTN,Deep Grove,2.57,4.43,1.76,0.37,0
4700,ZC004700,63/28,NTN,Deep Grove,2.57,4.43,1.76,0.37,0
4701,ZC004701,63/32,NTN,Deep Grove,3.06,4.94,2.01,0.38,0
4702,ZC004702,6300,NTN,Deep Grove,2.08,3.92,1.47,0.35,0
4703,ZC004703,6301,NTN,Deep Grove,2.03,3.97,1.38,0.34,0
4704,ZC004704,6302,NTN,Deep Grove,2.56,4.44,1.73,0.37,0
4705,ZC004705,6303,NTN,Deep Grove,2.55,4.45,1.7,0.36,0
4706,ZC004706,6304,NTN,Deep Grove,2.57,4.43,1.76,0.37,0
4707,ZC004707,6305,NTN,Deep Grove,2.61,4.39,1.83,0.37,0
4708,ZC004708,6306,NTN,Deep Grove,3.09,4.91,2.07,0.39,0
4709,ZC004709,6307,NTN,Deep Grove,3.06,4.94,2.01,0.38,0
4710,ZC004710,6308,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4711,ZC004711,6309,NTN,Deep Grove,3.06,4.94,2,0.38,0
4712,ZC004712,6310,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4713,ZC004713,6311,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4714,ZC004714,6312,NTN,Deep Grove,3.07,4.93,2.05,0.38,0
4715,ZC004715,6313,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4716,ZC004716,6314,NTN,Deep Grove,3.08,4.92,2.05,0.38,0
4717,ZC004717,6315,NTN,Deep Grove,3.08,4.92,2.06,0.39,0
4718,ZC004718,6316,NTN,Deep Grove,3.09,4.91,2.07,0.39,0
4719,ZC004719,6317,NTN,Deep Grove,3.09,4.91,2.08,0.39,0
4720,ZC004720,6318,NTN,Deep Grove,3.09,4.91,2.09,0.39,0
4721,ZC004721,6319,NTN,Deep Grove,3.1,4.9,2.1,0.39,0
4722,ZC004722,6320,NTN,Deep Grove,3.07,4.93,2.04,0.38,0
4723,ZC004723,6321,NTN,Deep Grove,3.08,4.92,2.05,0.38,0
4724,ZC004724,6322,NTN,Deep Grove,3.06,4.94,2.02,0.38,0
4725,ZC004725,6324,NTN,Deep Grove,3.13,4.87,2.19,0.39,0
4726,ZC004726,6326,NTN,Deep Grove,3.13,4.87,2.2,0.39,0
4727,ZC004727,6328,NTN,Deep Grove,3.13,4.87,2.2,0.39,0
4728,ZC004728,6330,NTN,Deep Grove,3.59,5.41,2.37,0.4,0
4729,ZC004729,6332,NTN,Deep Grove,3.19,4.81,2.36,0.4,0
4730,ZC004730,6334,NTN,Deep Grove,3.14,4.86,2.21,0.39,0
4731,ZC004731,6336,NTN,Deep Grove,3.58,5.42,2.35,0.4,0
4732,ZC004732,6338,NTN,Deep Grove,3.63,5.37,2.48,0.4,0
4733,ZC004733,6340,NTN,Deep Grove,3.58,5.42,2.34,0.4,0
4734,ZC004734,6344,NTN,Deep Grove,3.66,5.34,2.58,0.41,0
4735,ZC004735,68/500,NTN,Deep Grove,11.18,12.82,7.31,0.47,0
4736,ZC004736,68/530,NTN,Deep Grove,11.69,13.31,7.71,0.47,0
4737,ZC004737,68/560,NTN,Deep Grove,12.2,13.8,8.11,0.47,0
4738,ZC004738,68/600,NTN,Deep Grove,12.19,13.81,8.02,0.47,0
4739,ZC004739,6800,NTN,Deep Grove,4.6,6.4,2.98,0.42,0
4740,ZC004740,6801,NTN,Deep Grove,5.14,6.86,3.42,0.43,0
4741,ZC004741,6802,NTN,Deep Grove,6.15,7.85,4.06,0.44,0
4742,ZC004742,6803,NTN,Deep Grove,7.12,8.88,4.49,0.45,0
4743,ZC004743,6804,NTN,Deep Grove,5.63,7.37,3.67,0.43,0
4744,ZC004744,6805,NTN,Deep Grove,6.66,8.34,4.4,0.44,0
4745,ZC004745,6806,NTN,Deep Grove,8.13,9.87,5.12,0.45,0
4746,ZC004746,6807,NTN,Deep Grove,9.15,10.85,5.85,0.46,0
4747,ZC004747,6808,NTN,Deep Grove,10.17,11.83,6.57,0.46,0
4748,ZC004748,6809,NTN,Deep Grove,10.15,11.85,6.46,0.46,0
4749,ZC004749,6810,NTN,Deep Grove,11.17,12.83,7.22,0.47,0
4750,ZC004750,6811,NTN,Deep Grove,10.18,11.82,6.65,0.46,0
4751,ZC004751,6812,NTN,Deep Grove,9.66,11.34,6.19,0.46,0
4752,ZC004752,6813,NTN,Deep Grove,10.19,11.81,6.73,0.46,0
4753,ZC004753,6814,NTN,Deep Grove,11.17,12.83,7.19,0.47,0
4754,ZC004754,6815,NTN,Deep Grove,12.15,13.85,7.64,0.47,0
4755,ZC004755,6816,NTN,Deep Grove,12.67,14.33,8.1,0.47,0
4756,ZC004756,6817,NTN,Deep Grove,10.66,12.34,6.79,0.46,0
4757,ZC004757,6818,NTN,Deep Grove,11.16,12.84,7.14,0.47,0
4758,ZC004758,6819,NTN,Deep Grove,11.67,13.33,7.5,0.47,0
4759,ZC004759,6820,NTN,Deep Grove,12.18,13.82,7.85,0.47,0
4760,ZC004760,6821,NTN,Deep Grove,12.68,14.32,8.2,0.47,0
4761,ZC004761,6822,NTN,Deep Grove,12.09,13.91,7.14,0.47,0
4762,ZC004762,6824,NTN,Deep Grove,12.63,14.37,7.71,0.47,0
4763,ZC004763,6826,NTN,Deep Grove,11.16,12.84,7.12,0.47,0
4764,ZC004764,6828,NTN,Deep Grove,12.15,13.85,7.6,0.47,0
4765,ZC004765,6830,NTN,Deep Grove,11.16,12.84,7.11,0.47,0
4766,ZC004766,6832,NTN,Deep Grove,11.67,13.33,7.54,0.47,0
4767,ZC004767,6834,NTN,Deep Grove,11.16,12.84,7.1,0.46,0
4768,ZC004768,6836,NTN,Deep Grove,11.67,13.33,7.47,0.47,0
4769,ZC004769,6838,NTN,Deep Grove,11.16,12.84,7.1,0.46,0
4770,ZC004770,6840,NTN,Deep Grove,11.66,13.34,7.44,0.47,0
4771,ZC004771,6844,NTN,Deep Grove,12.67,14.33,8.1,0.47,0
4772,ZC004772,6848,NTN,Deep Grove,12.16,13.84,7.7,0.47,0
4773,ZC004773,6852,NTN,Deep Grove,12.18,13.82,7.92,0.47,0
4774,ZC004774,6856,NTN,Deep Grove,11.18,12.82,7.32,0.47,0
4775,ZC004775,6860,NTN,Deep Grove,10.69,12.31,7.11,0.46,0
4776,ZC004776,6860-a,NTN,Deep Grove,11.2,12.8,7.43,0.47,0
4777,ZC004777,6864,NTN,Deep Grove,11.67,13.33,7.53,0.47,0
4778,ZC004778,6868,NTN,Deep Grove,12.19,13.81,7.95,0.47,0
4779,ZC004779,6872,NTN,Deep Grove,11.71,13.29,7.84,0.47,0
4780,ZC004780,6876,NTN,Deep Grove,10.69,12.31,7.1,0.46,0
4781,ZC004781,6880,NTN,NTN,11.195,12.805,7.417,0.466,0
4782,ZC004782,6884,NTN,Deep Grove,11.66,13.34,7.37,0.47,0
4783,ZC004783,6888,NTN,Deep Grove,12.16,13.84,7.68,0.47,0
4784,ZC004784,6892,NTN,Deep Grove,10.19,11.81,6.79,0.46,0
4785,ZC004785,6896,NTN,Deep Grove,10.69,12.31,7.05,0.46,0
4786,ZC004786,69/500,NTN,NTN,8.675,10.325,5.714,0.457,0
4787,ZC004787,6900,NTN,Deep Grove,3.61,5.39,2.42,0.4,0
4788,ZC004788,6901,NTN,Deep Grove,4.12,5.88,2.74,0.41,0
4789,ZC004789,6902,NTN,Deep Grove,3.66,5.34,2.6,0.41,0
4790,ZC004790,6903,NTN,Deep Grove,4.57,6.43,2.86,0.42,0
4791,ZC004791,6904,NTN,Deep Grove,4.58,6.42,2.92,0.42,0
4792,ZC004792,6905,NTN,Deep Grove,5.58,7.42,3.45,0.43,0
4793,ZC004793,6906,NTN,Deep Grove,6.14,7.86,3.99,0.44,0
4794,ZC004794,6907,NTN,Deep Grove,5.15,6.85,3.47,0.43,0
4795,ZC004795,6908,NTN,Deep Grove,6.13,7.87,3.95,0.44,0
4796,ZC004796,6909,NTN,Deep Grove,6.12,7.88,3.89,0.44,0
4797,ZC004797,6910,NTN,Deep Grove,6.62,8.38,4.21,0.44,0
4798,ZC004798,6911,NTN,Deep Grove,7.15,8.85,4.67,0.45,0
4799,ZC004799,6912,NTN,Deep Grove,7.66,934,5.03,0.45,0
4800,ZC004800,6913,NTN,Deep Grove,8.63,10.37,5.38,0.45,0
4801,ZC004801,6914,NTN,Deep Grove,7.63,9.37,4.83,0.45,0
4802,ZC004802,6915,NTN,Deep Grove,8.13,9.87,5.12,0.45,0
4803,ZC004803,6916,NTN,Deep Grove,8.63,10.37,5.43,0.45,0
4804,ZC004804,6917,NTN,Deep Grove,7.64,9.36,4.92,0.45,0
4805,ZC004805,6918,NTN,Deep Grove,8.14,9.86,5.16,0.45,0
4806,ZC004806,6919,NTN,Deep Grove,8.63,10.37,5.41,0.45,0
4807,ZC004807,6920,NTN,Deep Grove,7.66,9.34,5,0.45,0
4808,ZC004808,6921,NTN,Deep Grove,8.14,9.86,5.21,0.45,0
4809,ZC004809,6922,NTN,Deep Grove,8.63,10.37,5.42,0.45,0
4810,ZC004810,6924,NTN,Deep Grove,8.15,9.85,5.24,0.45,0
4811,ZC004811,6926,NTN,Deep Grove,8.13,9.87,5.1,0.45,0
4812,ZC004812,6928,NTN,Deep Grove,8.63,10.37,5.43,0.45,0
4813,ZC004813,6930,NTN,Deep Grove,8.13,9.87,5.11,0.45,0
4814,ZC004814,6930-a,NTN,Deep Grove,8.63,10.37,5.4,0.45,0
4815,ZC004815,6932,NTN,NTN,8.625,10.375,5.383,0.454,0
4816,ZC004816,6934,NTN,Deep Grove,8.67,10.33,5.69,0.46,0
4817,ZC004817,6936,NTN,Deep Grove,7.68,9.32,5.16,0.45,0
4818,ZC004818,6938,NTN,Deep Grove,8.17,9.83,5.41,0.45,0
4819,ZC004819,6940,NTN,Deep Grove,7.15,8.85,4.67,0.45,0
4820,ZC004820,6944,NTN,Deep Grove,7.67,9.33,5.07,0.45,0
4821,ZC004821,6948,NTN,Deep Grove,8.64,10.36,5.47,0.45,0
4822,ZC004822,6952,NTN,Deep Grove,7.63,9.37,4.83,0.45,0
4823,ZC004823,6956,NTN,Deep Grove,8.13,9.87,5.15,0.45,0
4824,ZC004824,6960,NTN,Deep Grove,7.15,8.85,4.67,0.45,0
4825,ZC004825,6964,NTN,Deep Grove,7.65,9.35,4.94,0.45,0
4826,ZC004826,6968,NTN,Deep Grove,8.14,9.86,5.2,0.45,0
4827,ZC004827,6972,NTN,NTN,8.638,10.362,5.466,0.455,0
4828,ZC004828,6976,NTN,Deep Grove,8.17,9.83,5.41,0.45,0
4829,ZC004829,6980,NTN,Deep Grove,8.67,10.33,5.65,0.46,0
4830,ZC004830,6984,NTN,Deep Grove,9.16,10.84,5.89,0.46,0
4831,ZC004831,6988,NTN,Deep Grove,8.69,10.31,5.81,0.46,0
4832,ZC004832,6992,NTN,Deep Grove,9.18,10.82,6.03,0.46,0
4833,ZC004833,6996,NTN,Deep Grove,8.19,9.81,5.51,0.46,0
4834,ZC004834,7000,NTN,Angular Contact,3.08,4.92,1.77,0.38,0
4835,ZC004835,7000C,NTN,NTN,2.966,5.034,1.744,0.371,0
4836,ZC004836,7001,NTN,Angular Contact,3.6,5.4,2.07,0.4,0
4837,ZC004837,7001C,NTN,NTN,3.49,5.51,2.045,0.388,0
4838,ZC004838,7002,NTN,Angular Contact,4.54,6.46,2.4,0.41,0
4839,ZC004839,7002C,NTN,NTN,4.424,6.576,2.373,0.402,0
4840,ZC004840,7003,NTN,Angular Contact,4.08,5.92,2.27,0.41,0
4841,ZC004841,7003C,NTN,NTN,3.968,6.032,2.24,0.397,0
4842,ZC004842,7004,NTN,Angular Contact,4.54,6.46,2.4,0.41,0
4843,ZC004843,7004C,NTN,NTN,4.429,6.571,2.387,0.403,0
4844,ZC004844,7005,NTN,Angular Contact,5.51,7.49,2.77,0.42,0
4845,ZC004845,7005C,NTN,NTN,5.393,7.607,2.753,0.415,0
4846,ZC004846,7006,NTN,Angular Contact,5.99,8.01,2.95,0.43,0
4847,ZC004847,7006C,NTN,NTN,5.877,8.123,2.932,0.42,0
4848,ZC004848,7007,NTN,Angular Contact,6.44,8.56,3,0.43,0
4849,ZC004849,7007C,NTN,NTN,6.314,8.686,2.979,0.421,0
4850,ZC004850,7008,NTN,Angular Contact,7.42,9.58,3.35,0.44,0
4851,ZC004851,7008C,NTN,NTN,7.293,9.707,3.333,0.429,0
4852,ZC004852,7009,NTN,Angular Contact,7.43,9.57,3.39,0.44,0
4853,ZC004853,7009C,NTN,NTN,7.305,9.695,3.368,0.43,0
4854,ZC004854,7010,NTN,Angular Contact,8.4,10.6,3.68,0.44,0
4855,ZC004855,7010C,NTN,NTN,8.268,10.732,3.66,0.435,0
4856,ZC004856,7011,NTN,Angular Contact,7.89,10.11,3.46,0.44,0
4857,ZC004857,7011C,NTN,NTN,7.763,10.237,3.447,0.431,0
4858,ZC004858,7012,NTN,Angular Contact,8.41,10.59,3.71,0.44,0
4859,ZC004859,7012C,NTN,NTN,8.281,10.719,3.7,0.436,0
4860,ZC004860,7013,NTN,Angular Contact,9.36,11.64,3.95,0.45,0
4861,ZC004861,7013C,NTN,NTN,9.234,11.766,3.947,0.44,0
4862,ZC004862,7014,NTN,Angular Contact,8.86,11.14,3.74,0.44,0
4863,ZC004863,7014C,NTN,NTN,8.722,11.278,3.718,0.436,0
4864,ZC004864,7015,NTN,Angular Contact,9.36,11.64,3.95,0.45,0
4865,ZC004865,7015C,NTN,NTN,9.23,11.77,3.934,0.44,0
4866,ZC004866,7016,NTN,Angular Contact,8.86,11.14,3.75,0.44,0
4867,ZC004867,7016C,NTN,NTN,8.729,11.271,3.737,0.436,0
4868,ZC004868,7017,NTN,Angular Contact,9.36,11.64,3.94,0.45,0
4869,ZC004869,7017C,NTN,NTN,9.226,11.774,3.923,0.439,0
4870,ZC004870,7018,NTN,Angular Contact,8.87,11.13,3.77,0.44,0
4871,ZC004871,7018C,NTN,NTN,8.733,11.267,3.752,0.437,0
4872,ZC004872,7019,NTN,Angular Contact,9.36,11.64,3.94,0.45,0
4873,ZC004873,7019C,NTN,NTN,9.224,11.776,3.915,0.439,0
4874,ZC004874,7020,NTN,Angular Contact,9.85,12.15,4.1,0.45,0
4875,ZC004875,7020C,NTN,NTN,9.718,12.282,4.087,0.442,0
4876,ZC004876,7021,NTN,Angular Contact,9.36,11.64,3.93,0.45,0
4877,ZC004877,7021C,NTN,NTN,9.224,11.776,3.916,0.439,0
4878,ZC004878,7022,NTN,Angular Contact,8.87,11.13,3.79,0.44,0
4879,ZC004879,7022C,NTN,NTN,8.741,11.259,3.774,0.437,0
4880,ZC004880,7024,NTN,Angular Contact,9.39,11.61,4.07,0.45,0
4881,ZC004881,7024C,NTN,NTN,9.263,11.737,4.042,0.441,0
4882,ZC004882,7026,NTN,Angular Contact,9.36,11.64,3.95,0.45,0
