BEARINGID,CODE,NAME=型号,MANUFACTURE,DESCRIPTION,BPFO=外圈,BPFI=内圈,BSF=滚子,FTF=保持架,EDITSTATUS
7531,ZC007531,7204BECBY,SKF,Angular contact ball,4.910616,7.089384,2.040029,0.409218,0
7532,ZC007532,7204BEP,SKF,Angular contact ball,4.910891,7.089109,2.040578,0.409241,0
7533,ZC007533,7204C,SKF,Angular contact ball,3.869097,6.130903,2.026062,0.38691,0
7534,ZC007534,7204C78,SKF,SKF,3.8556,6.1446,1.9998,0.3858,0
7535,ZC007535,7204CC,SKF,Angular contact ball,4.240267,6.759733,2.02328,0.385479,0
7536,ZC007536,7204CD,SKF,Angular contact ball,4.256007,6.743993,2.026062,0.38691,0
7537,ZC007537,7205,SKF,SKF,5.4744,7.5258,2.3676,0.4212,0
7538,ZC007538,7205AC,SKF,Angular contact ball,4.891484,7.108516,2.369037,0.407624,0
7539,ZC007539,7205ACD,SKF,Angular contact ball,5.297872,7.702128,2.366432,0.407529,0
7540,ZC007540,7205B,SKF,Angular contact ball,5.489374,7.510626,2.403914,0.42226,0
7541,ZC007541,7205BEAP,SKF,Angular contact ball,5.894389,8.105611,2.364548,0.421028,0
7542,ZC007542,7205BEAY/J,SKF,Angular contact ball,5.894389,8.105611,2.364548,0.421028,0
7543,ZC007543,7205BECBM,SKF,Angular contact ball,5.473103,7.526897,2.363922,0.421008,0
7544,ZC007544,7205BECBY,SKF,Angular contact ball,5.89411,8.10589,2.363922,0.421008,0
7545,ZC007545,7205BEP,SKF,Angular contact ball,5.894389,8.105611,2.364548,0.421028,0
7546,ZC007546,7205C,SKF,Angular contact ball,4.817349,7.182651,2.355043,0.401446,0
7547,ZC007547,7205C78,SKF,SKF,4.8054,7.1952,2.3292,0.4002,0
7548,ZC007548,7205CC,SKF,Angular contact ball,5.202584,7.797416,2.352619,0.400199,0
7549,ZC007549,7205CD,SKF,Angular contact ball,5.218795,7.781205,2.355043,0.401446,0
7550,ZC007550,7205PJ,SKF,Angular contact ball,4.957782,7.042218,2.138508,0.413148,0
7551,ZC007551,7206,SKF,SKF,5.469,7.5312,2.3538,0.4206,0
7552,ZC007552,7206AC,SKF,Angular contact ball,4.875234,7.124766,2.332374,0.406269,0
7553,ZC007553,7206ACD,SKF,Angular contact ball,5.280179,7.719821,2.329657,0.406168,0
7554,ZC007554,6912 NICE,SKF,Deep groove ball,3.272727,4.727273,2.659091,0.409091,0
7555,ZC007555,6916 NICE,SKF,Deep groove ball,2.692829,4.307171,2.052757,0.38469,0
7556,ZC007556,7000,SKF,SKF,6.377,8.623,3.153,0.425,0
7557,ZC007557,7000AC,SKF,Angular contact ball,3.043052,4.956948,1.785751,0.380381,0
7558,ZC007558,7000ACD,SKF,Angular contact ball,3.421041,5.578959,1.78131,0.380116,0
7559,ZC007559,7000C,SKF,Angular contact ball,2.977836,5.022164,1.766545,0.372229,0
7560,ZC007560,7000CC,SKF,Angular contact ball,3.335515,5.664485,1.763402,0.370613,0
7561,ZC007561,7000CD,SKF,Angular contact ball,3.350065,5.649935,1.766545,0.372229,0
7562,ZC007562,7001AC,SKF,Angular contact ball,3.530875,5.469125,2.006566,0.392319,0
7563,ZC007563,7001ACD,SKF,Angular contact ball,3.923194,6.076806,2.006566,0.392319,0
7564,ZC007564,7001C,SKF,Angular contact ball,3.465059,5.534941,1.988883,0.385007,0
7565,ZC007565,7001CC,SKF,Angular contact ball,3.83784,6.16216,1.990481,0.383784,0
7566,ZC007566,7001CD,SKF,Angular contact ball,3.852361,6.147639,1.993304,0.385236,0
7567,ZC007567,7002AC,SKF,Angular contact ball,4.491627,6.508373,2.388569,0.40833,0
7568,ZC007568,7002ACD,SKF,Angular contact ball,4.899956,7.100044,2.388569,0.40833,0
7569,ZC007569,7002C,SKF,Angular contact ball,4.423465,6.576535,2.372919,0.402133,0
7570,ZC007570,7002CC,SKF,Angular contact ball,4.81276,7.18724,2.374876,0.401063,0
7571,ZC007571,7002CD,SKF,Angular contact ball,4.827594,7.172406,2.377279,0.4023,0
7572,ZC007572,7003AC,SKF,Angular contact ball,4.512441,6.487559,2.442378,0.410222,0
7573,ZC007573,7003ACD,SKF,Angular contact ball,4.839759,7.160241,2.255785,0.403313,0
7574,ZC007574,7003C,SKF,Angular contact ball,4.445859,6.554141,2.427303,0.404169,0
7575,ZC007575,7003CC,SKF,Angular contact ball,4.747791,7.252209,2.241342,0.395649,0
7576,ZC007576,7003CD,SKF,Angular contact ball,4.763437,7.236563,2.243877,0.396953,0
7577,ZC007577,7004AC,SKF,Angular contact ball,4.480586,6.519414,2.360891,0.407326,0
7578,ZC007578,7004ACD,SKF,Angular contact ball,4.887912,7.112088,2.360891,0.407326,0
7579,ZC007579,7004C,SKF,Angular contact ball,4.411776,6.588224,2.345386,0.401071,0
7580,ZC007580,7004CC,SKF,Angular contact ball,4.799761,7.200239,2.347048,0.39998,0
7581,ZC007581,7004CD,SKF,Angular contact ball,4.814758,7.185242,2.349477,0.40123,0
7582,ZC007582,7005AC,SKF,Angular contact ball,5.462334,7.537666,2.766241,0.42018,0
7583,ZC007583,7005ACD,SKF,Angular contact ball,5.882514,8.117486,2.766241,0.42018,0
7584,ZC007584,7005C,SKF,Angular contact ball,5.392539,7.607461,2.752359,0.414811,0
7585,ZC007585,7005CC,SKF,Angular contact ball,5.793935,8.206065,2.754318,0.413852,0
7586,ZC007586,7005CD,SKF,Angular contact ball,5.809004,8.190996,2.75641,0.414929,0
7587,ZC007587,7006AC,SKF,Angular contact ball,5.934838,8.065162,2.909069,0.423917,0
7588,ZC007588,7006ACD,SKF,Angular contact ball,5.816454,8.183546,2.603528,0.415461,0
7589,ZC007589,7006C,SKF,Angular contact ball,5.863435,8.136565,2.896107,0.418817,0
7590,ZC007590,7006CC,SKF,Angular contact ball,5.722638,8.277362,2.5909,0.40876,0
7591,ZC007591,7006CD,SKF,Angular contact ball,5.738598,8.261402,2.593116,0.4099,0
7592,ZC007592,7007AC,SKF,Angular contact ball,6.38863,8.61137,2.990926,0.425909,0
7593,ZC007593,7007ACD,SKF,Angular contact ball,6.814538,9.185462,2.990926,0.425909,0
7594,ZC007594,7007C,SKF,Angular contact ball,6.314301,8.685699,2.978573,0.420953,0
7595,ZC007595,7007C78,SKF,SKF,6.3144,8.6856,2.979,0.4212,0
7596,ZC007596,7007CC,SKF,Angular contact ball,6.720571,9.279429,2.979858,0.420036,0
7597,ZC007597,7007CD,SKF,Angular contact ball,6.736557,9.263443,2.981801,0.421035,0
7598,ZC007598,7008AC,SKF,Angular contact ball,6.935168,9.064832,3.344193,0.433448,0
7599,ZC007599,7008ACD,SKF,Angular contact ball,7.802064,10.197936,3.344194,0.433449,0
7600,ZC007600,7008C,SKF,Angular contact ball,6.864071,9.135929,3.332784,0.429004,0
7601,ZC007601,7008C78,SKF,SKF,7.2936,9.7068,3.333,0.429,0
7602,ZC007602,7008CC,SKF,Angular contact ball,7.707108,10.292892,3.334252,0.428173,0
7603,ZC007603,7008CD,SKF,Angular contact ball,7.723262,10.276738,3.335998,0.429071,0
7604,ZC007604,7009AC,SKF,Angular contact ball,7.379929,9.620071,3.379182,0.434113,0
7605,ZC007605,7009ACD,SKF,Angular contact ball,7.278069,9.721931,3.087087,0.428122,0
7606,ZC007606,7009C,SKF,Angular contact ball,7.305254,9.694746,3.368148,0.429721,0
7607,ZC007607,7009C78,SKF,SKF,7.3056,9.6948,3.3684,0.4296,0
7608,ZC007608,7009CC,SKF,Angular contact ball,7.181211,9.818789,3.07635,0.422424,0
7609,ZC007609,7009CD,SKF,Angular contact ball,7.197689,9.802311,3.078235,0.423393,0
7610,ZC007610,7010AC,SKF,Angular contact ball,7.9052,10.0948,3.670108,0.439178,0
7611,ZC007611,7010ACD,SKF,Angular contact ball,7.805638,10.194362,3.354562,0.433647,0
7612,ZC007612,7010C,SKF,Angular contact ball,7.832285,10.167715,3.659707,0.435128,0
7613,ZC007613,7010C78,SKF,SKF,8.2674,10.7328,3.66,0.435,0
7614,ZC007614,7010CC,SKF,Angular contact ball,7.710965,10.289035,3.344651,0.428388,0
7615,ZC007615,7010CD,SKF,Angular contact ball,7.727072,10.272928,3.346391,0.429283,0
7616,ZC007616,7011AC,SKF,Angular contact ball,7.839886,10.160114,3.457092,0.435549,0
7617,ZC007617,7011ACD,SKF,Angular contact ball,7.750854,10.249146,3.202045,0.430604,0
7618,ZC007618,7011C,SKF,Angular contact ball,7.762549,10.237451,3.446192,0.431253,0
7619,ZC007619,7011C78,SKF,SKF,7.7628,10.2372,3.447,0.4314,0
7620,ZC007620,7011CC,SKF,Angular contact ball,7.651839,10.348161,3.191678,0.425102,0
7621,ZC007621,7011CD,SKF,Angular contact ball,7.668684,10.331316,3.193498,0.426039,0
7622,ZC007622,7012AC,SKF,Angular contact ball,8.354378,10.645622,3.703105,0.439704,0
7623,ZC007623,7012ACD,SKF,Angular contact ball,8.266459,10.733541,3.43108,0.435077,0
7624,ZC007624,7012ACE,SKF,Angular contact ball,11.340531,13.659469,4.843329,0.453622,0
7625,ZC007625,7012B,SKF,Angular contact ball,8.980977,11.019023,3.71969,0.449049,0
7626,ZC007626,7012C,SKF,Angular contact ball,8.278073,10.721927,3.692725,0.435689,0
7627,ZC007627,7012C78,SKF,SKF,8.2788,10.722,3.6936,0.4356,0
7628,ZC007628,7012CC,SKF,Angular contact ball,8.16868,10.83132,3.421383,0.429931,0
7629,ZC007629,7012CD,SKF,Angular contact ball,8.185315,10.814685,3.423086,0.430807,0
7630,ZC007630,7012CE,SKF,Angular contact ball,11.26426,13.73574,4.837616,0.45057,0
7631,ZC007631,7013AC,SKF,Angular contact ball,8.867115,11.132885,3.948664,0.443357,0
7632,ZC007632,7013ACD,SKF,Angular contact ball,8.780173,11.219827,3.659627,0.43901,0
7633,ZC007633,7013ACE,SKF,Angular contact ball,12.323611,14.676389,5.160816,0.456431,0
7634,ZC007634,7013C,SKF,Angular contact ball,8.791715,11.208285,3.938738,0.439587,0
7635,ZC007635,7013C78,SKF,SKF,9.2316,11.7684,3.9396,0.4398,0
7636,ZC007636,7013CC,SKF,Angular contact ball,8.683482,11.316518,3.650516,0.434175,0
7637,ZC007637,7013CD,SKF,Angular contact ball,8.699931,11.300069,3.652115,0.434998,0
7638,ZC007638,7013CE,SKF,Angular contact ball,12.246227,14.753773,5.155449,0.453564,0
7639,ZC007639,7014AC,SKF,Angular contact ball,8.801452,11.198548,3.726545,0.440074,0
7640,ZC007640,7014ACD,SKF,Angular contact ball,8.285853,10.714147,3.487755,0.436099,0
7641,ZC007641,7014ACE,SKF,Angular contact ball,11.301829,13.698171,4.684123,0.452073,0
7642,ZC007642,7014C,SKF,Angular contact ball,8.721758,11.278242,3.716603,0.436088,0
7643,ZC007643,7014C78,SKF,SKF,8.2866,10.7142,3.7182,0.4362,0
7644,ZC007644,7014CC,SKF,Angular contact ball,8.189612,10.810388,3.47821,0.431033,0
7645,ZC007645,7014CD,SKF,Angular contact ball,8.205985,10.794015,3.479885,0.431895,0
7646,ZC007646,7014CE,SKF,Angular contact ball,11.223012,13.776988,4.678221,0.448921,0
7647,ZC007647,7015AC,SKF,Angular contact ball,9.307718,11.692282,3.939308,0.443225,0
7648,ZC007648,7015ACD,SKF,Angular contact ball,8.789174,11.210826,3.687652,0.43946,0
7649,ZC007649,7015ACE,SKF,Angular contact ball,11.819445,14.180555,4.948875,0.454595,0
7650,ZC007650,7015C,SKF,Angular contact ball,9.228486,11.771514,3.92976,0.439452,0
7651,ZC007651,7015C78,SKF,SKF,9.2292,11.7714,3.9318,0.4392,0
7652,ZC007652,7015CC,SKF,Angular contact ball,8.693196,11.306804,3.678607,0.43466,0
7653,ZC007653,7015CD,SKF,Angular contact ball,8.709525,11.290475,3.680196,0.435477,0
7654,ZC007654,7015CE,SKF,Angular contact ball,11.741787,14.258213,4.943282,0.451607,0
7655,ZC007655,7016AC,SKF,Angular contact ball,8.808373,11.191627,3.748819,0.44042,0
7656,ZC007656,7016ACD,SKF,Angular contact ball,8.737882,11.262118,3.533233,0.436895,0
7657,ZC007657,7016ACE,SKF,Angular contact ball,10.822118,13.177882,4.572151,0.450922,0
7658,ZC007658,7016C,SKF,Angular contact ball,8.728747,11.271253,3.737714,0.436437,0
7659,ZC007659,7016C78,SKF,SKF,8.7288,11.2716,3.7368,0.4362,0
7660,ZC007660,7016CC,SKF,Angular contact ball,8.637839,11.362161,3.523806,0.431892,0
7661,ZC007661,7016CD,SKF,Angular contact ball,8.654859,11.345141,3.52546,0.432743,0
7662,ZC007662,7016CE,SKF,Angular contact ball,10.744635,13.255365,4.566107,0.447694,0
7663,ZC007663,7017AC,SKF,Angular contact ball,9.306933,11.693067,3.936651,0.443188,0
7664,ZC007664,7017ACD,SKF,Angular contact ball,9.236358,11.763642,3.710862,0.439827,0
7665,ZC007665,7017ACE,SKF,Angular contact ball,11.330054,13.669946,4.7992,0.453203,0
7666,ZC007666,7017C,SKF,Angular contact ball,9.227269,11.772731,3.925892,0.439394,0
7667,ZC007667,7206B,SKF,Angular contact ball,5.470752,7.529248,2.358248,0.420827,0
7668,ZC007668,7206BEAP,SKF,Angular contact ball,5.382907,7.617093,2.162856,0.41407,0
7669,ZC007669,7206BEAY/J,SKF,Angular contact ball,5.382907,7.617093,2.162856,0.41407,0
7670,ZC007670,7206BECBM,SKF,Angular contact ball,4.968838,7.031162,2.162856,0.41407,0
7671,ZC007671,7206BECBY,SKF,Angular contact ball,5.382907,7.617093,2.162856,0.41407,0
7672,ZC007672,7206BEP,SKF,Angular contact ball,5.382907,7.617093,2.162856,0.41407,0
7673,ZC007673,7206C,SKF,Angular contact ball,4.799942,7.200058,2.318101,0.399995,0
7674,ZC007674,7206C78,SKF,SKF,4.8,7.2,2.3184,0.4002,0
7675,ZC007675,7206CC,SKF,Angular contact ball,5.183488,7.816512,2.315641,0.39873,0
7676,ZC007676,7206CD,SKF,Angular contact ball,5.199937,7.800063,2.318101,0.399995,0
7677,ZC007677,7206PJ,SKF,Angular contact ball,4.554768,6.445232,2.162856,0.41407,0
7678,ZC007678,7207,SKF,SKF,5.4666,7.5336,2.349,0.4206,0
7679,ZC007679,7207AC,SKF,Angular contact ball,4.871812,7.128188,2.324784,0.405984,0
7680,ZC007680,7207ACD,SKF,Angular contact ball,5.276654,7.723346,2.322454,0.405896,0
7681,ZC007681,7207B,SKF,Angular contact ball,5.46772,7.53228,2.350963,0.420594,0
7682,ZC007682,7207BEAP,SKF,Angular contact ball,5.391527,7.608473,2.180693,0.414733,0
7683,ZC007683,7207BEAY/J,SKF,Angular contact ball,5.391527,7.608473,2.180693,0.414733,0
7684,ZC007684,7207BECBM,SKF,Angular contact ball,4.976794,7.023206,2.180693,0.414733,0
7685,ZC007685,7207BECBY,SKF,Angular contact ball,5.391527,7.608473,2.180693,0.414733,0
7686,ZC007686,7207BEP,SKF,Angular contact ball,5.391527,7.608473,2.180693,0.414733,0
7687,ZC007687,7207C,SKF,Angular contact ball,4.796474,7.203526,2.310864,0.399706,0
7688,ZC007688,7207C78,SKF,SKF,4.7964,7.2042,2.3106,0.3996,0
7689,ZC007689,7207CC,SKF,Angular contact ball,5.179684,7.820316,2.308397,0.398437,0
7690,ZC007690,7207CD,SKF,Angular contact ball,5.196181,7.803819,2.310864,0.399706,0
7691,ZC007691,7207PJ,SKF,Angular contact ball,4.976794,7.023206,2.180693,0.414733,0
7692,ZC007692,7208,SKF,SKF,5.9352,8.0652,2.46,0.4242,0
7693,ZC007693,7208AC,SKF,Angular contact ball,5.331805,7.668195,2.439969,0.410139,0
7694,ZC007694,7208ACD,SKF,Angular contact ball,5.253072,7.746928,2.275274,0.404082,0
7695,ZC007695,7208B,SKF,Angular contact ball,5.937352,8.062648,2.464944,0.424097,0
7696,ZC007696,7208BEAP,SKF,Angular contact ball,5.872494,8.127506,2.316259,0.419464,0
7697,ZC007697,7208BEAY/J,SKF,Angular contact ball,5.872494,8.127506,2.316259,0.419464,0
7698,ZC007698,7208BECBM,SKF,Angular contact ball,5.45303,7.54697,2.316259,0.419464,0
7699,ZC007699,7208BECBY,SKF,Angular contact ball,5.872494,8.127506,2.316259,0.419464,0
7700,ZC007700,7208BEP,SKF,Angular contact ball,5.872494,8.127506,2.316259,0.419464,0
7701,ZC007701,7208BYG,SKF,SKF,5.709,8.291,2.006,0.408,0
7702,ZC007702,7208C,SKF,Angular contact ball,5.253714,7.746286,2.42629,0.404132,0
7703,ZC007703,7208C78,SKF,SKF,5.2542,7.746,2.4276,0.4044,0
7704,ZC007704,7208CC,SKF,Angular contact ball,5.154232,7.845768,2.260946,0.396479,0
7705,ZC007705,7208CD,SKF,Angular contact ball,5.171047,7.828953,2.263461,0.397773,0
7706,ZC007706,7208PJ,SKF,Angular contact ball,5.033566,6.966434,2.316259,0.419464,0
7707,ZC007707,7209,SKF,SKF,5.9526,8.0478,2.502,0.4254,0
7708,ZC007708,7209AC,SKF,Angular contact ball,5.350051,7.649949,2.481247,0.411542,0
7709,ZC007709,7209ACD,SKF,Angular contact ball,5.76045,8.23955,2.478811,0.411461,0
7710,ZC007710,7209B,SKF,Angular contact ball,5.953896,8.046104,2.505752,0.425278,0
7711,ZC007711,7209BEAP,SKF,Angular contact ball,6.37745,8.62255,2.501727,0.425163,0
7712,ZC007712,7209BEAY/J,SKF,Angular contact ball,6.37745,8.62255,2.501727,0.425163,0
7713,ZC007713,7209BECBM,SKF,Angular contact ball,5.952287,8.047713,2.501727,0.425163,0
7714,ZC007714,7209BECBY,SKF,Angular contact ball,6.37745,8.62255,2.501727,0.425163,0
7715,ZC007715,7209BEP,SKF,Angular contact ball,6.37745,8.62255,2.501727,0.425163,0
7716,ZC007716,7209C,SKF,Angular contact ball,5.273274,7.726726,2.467907,0.405636,0
7717,ZC007717,7209C78,SKF,SKF,5.307,7.6938,2.4726,0.408,0
7718,ZC007718,7209CC,SKF,Angular contact ball,5.662195,8.337805,2.465586,0.404443,0
7719,ZC007719,7209CD,SKF,Angular contact ball,5.678911,8.321089,2.467907,0.405636,0
7720,ZC007720,7209PJ,SKF,Angular contact ball,5.466606,7.533394,2.348298,0.420508,0
7721,ZC007721,7210,SKF,SKF,6.4572,8.5428,2.7018,0.4302,0
7722,ZC007722,7210AC,SKF,Angular contact ball,5.849975,8.150025,2.683819,0.417855,0
7723,ZC007723,7210ACD,SKF,Angular contact ball,6.266774,8.733226,2.681393,0.417785,0
7724,ZC007724,7210B,SKF,Angular contact ball,6.459119,8.540881,2.706685,0.430608,0
7725,ZC007725,7210BEAP,SKF,Angular contact ball,6.888141,9.111859,2.702672,0.430509,0
7726,ZC007726,7210BEAY/J,SKF,Angular contact ball,7.31865,9.68135,2.702672,0.430509,0
7727,ZC007727,7210BECBM,SKF,Angular contact ball,6.457632,8.542368,2.702672,0.430509,0
7728,ZC007728,7210BECBY,SKF,Angular contact ball,6.888141,9.111859,2.702672,0.430509,0
7729,ZC007729,7210BEP,SKF,Angular contact ball,6.888141,9.111859,2.702672,0.430509,0
7730,ZC007730,7210C,SKF,Angular contact ball,5.773274,8.226726,2.671268,0.412377,0
7731,ZC007731,7210C78,SKF,SKF,5.8068,8.1936,2.676,0.4146,0
7732,ZC007732,7210CC,SKF,Angular contact ball,6.169021,8.830979,2.669113,0.411268,0
7733,ZC007733,7210CD,SKF,Angular contact ball,6.185651,8.814349,2.671268,0.412377,0
7734,ZC007734,7210PJ,SKF,Angular contact ball,5.966606,8.033394,2.53797,0.426186,0
7735,ZC007735,7211,SKF,SKF,6.4416,8.5584,2.6604,0.4296,0
7736,ZC007736,7211AC,SKF,Angular contact ball,5.831125,8.168875,2.638117,0.416509,0
7737,ZC007737,7211ACD,SKF,Angular contact ball,6.246664,8.753336,2.635959,0.416444,0
7738,ZC007738,7211B,SKF,Angular contact ball,6.442136,8.557864,2.661511,0.429476,0
7739,ZC007739,7211BEAP,SKF,Angular contact ball,6.87001,9.12999,2.657585,0.429376,0
7740,ZC007740,7211BEAY/J,SKF,Angular contact ball,6.87001,9.12999,2.657585,0.429376,0
7741,ZC007741,7211BECBM,SKF,Angular contact ball,6.440635,8.559365,2.657585,0.429376,0
7742,ZC007742,7211BECBY,SKF,Angular contact ball,7.051826,8.948174,2.673594,0.440739,0
7743,ZC007743,7211BEP,SKF,Angular contact ball,6.87001,9.12999,2.657585,0.429376,0
7744,ZC007744,7211C,SKF,Angular contact ball,5.75327,8.24673,2.625669,0.410948,0
7745,ZC007745,7211C78,SKF,SKF,5.7876,8.2128,2.631,0.4134,0
7746,ZC007746,7211CC,SKF,Angular contact ball,6.147317,8.852683,2.623478,0.409821,0
7747,ZC007747,7211CD,SKF,Angular contact ball,6.164218,8.835782,2.625669,0.410948,0
7748,ZC007748,7211PJ,SKF,Angular contact ball,5.956598,8.043402,2.512536,0.425471,0
7749,ZC007749,7212,SKF,SKF,6.4272,8.5734,2.622,0.4284,0
7750,ZC007750,7212AC,SKF,Angular contact ball,5.815738,8.184262,2.601862,0.41541,0
7751,ZC007751,7212ACD,SKF,Angular contact ball,6.230103,8.769897,2.599595,0.41534,0
7752,ZC007752,7212B,SKF,Angular contact ball,6.428276,8.571724,2.625683,0.428552,0
7753,ZC007753,7212BEAP,SKF,Angular contact ball,6.411766,8.588234,2.584176,0.427451,0
7754,ZC007754,7212BEAY/J,SKF,Angular contact ball,6.839217,9.160783,2.584176,0.427451,0
7755,ZC007755,7212BECBY,SKF,Angular contact ball,6.411766,8.588234,2.584176,0.427451,0
7756,ZC007756,7212BEP,SKF,Angular contact ball,6.411766,8.588234,2.584176,0.427451,0
7757,ZC007757,7212C,SKF,Angular contact ball,5.736796,8.263204,2.589168,0.409771,0
7758,ZC007758,7212C78,SKF,SKF,5.7714,8.2284,2.595,0.4122,0
7759,ZC007759,7212CC,SKF,Angular contact ball,6.129443,8.870557,2.586949,0.40863,0
7760,ZC007760,7212CD,SKF,Angular contact ball,6.146567,8.853433,2.589168,0.409771,0
7761,ZC007761,7212PJ,SKF,Angular contact ball,5.948356,8.051644,2.491947,0.424883,0
7762,ZC007762,7213,SKF,SKF,6.8958,9.1044,2.7222,0.4308,0
7763,ZC007763,7213AC,SKF,Angular contact ball,5.857545,8.142455,2.702586,0.418396,0
7764,ZC007764,7213ACD,SKF,Angular contact ball,5.802361,8.197639,2.571078,0.414454,0
7765,ZC007765,7213B,SKF,Angular contact ball,6.89724,9.10276,2.725847,0.431077,0
7766,ZC007766,7213BEAP,SKF,Angular contact ball,6.41553,8.58447,2.593528,0.427702,0
7767,ZC007767,7213BEAY/J,SKF,Angular contact ball,6.843231,9.156769,2.593528,0.427702,0
7768,ZC007768,7213BECBY,SKF,Angular contact ball,6.41553,8.58447,2.593528,0.427702,0
7769,ZC007769,7213BEP,SKF,Angular contact ball,6.41553,8.58447,2.593528,0.427702,0
7770,ZC007770,7213C,SKF,Angular contact ball,5.781472,8.218528,2.690373,0.412962,0
7771,ZC007771,7213C78,SKF,SKF,5.8146,8.1852,2.6952,0.4152,0
7772,ZC007772,7213CC,SKF,Angular contact ball,5.707428,8.292572,2.558299,0.407673,0
7773,ZC007773,7213CD,SKF,Angular contact ball,5.723579,8.276421,2.560542,0.408827,0
7774,ZC007774,7213PJ,SKF,Angular contact ball,5.987828,8.012172,2.593528,0.427702,0
7775,ZC007775,7214,SKF,SKF,6.903,9.0972,2.7408,0.4314,0
7776,ZC007776,7214AC,SKF,Angular contact ball,5.864723,8.135277,2.720607,0.418909,0
7777,ZC007777,7214ACD,SKF,Angular contact ball,6.282759,8.717241,2.71855,0.418851,0
7778,ZC007778,7214B,SKF,Angular contact ball,6.904127,9.095873,2.743637,0.431508,0
7779,ZC007779,7214BEAP,SKF,Angular contact ball,6.887468,9.112532,2.700972,0.430467,0
7780,ZC007780,7214BEAY/J,SKF,Angular contact ball,6.887468,9.112532,2.700972,0.430467,0
7781,ZC007781,7017C78,SKF,SKF,9.2274,11.7732,3.9252,0.4392,0
7782,ZC007782,7017CC,SKF,Angular contact ball,9.136193,11.863807,3.701875,0.435058,0
7783,ZC007783,7017CD,SKF,Angular contact ball,9.153234,11.846766,3.703452,0.435869,0
7784,ZC007784,7017CE,SKF,Angular contact ball,11.253094,13.746906,4.793437,0.450125,0
7785,ZC007785,7018AC,SKF,Angular contact ball,8.812587,11.187413,3.762505,0.440629,0
7786,ZC007786,7018ACD,SKF,Angular contact ball,8.749988,11.250012,3.568552,0.437499,0
7787,ZC007787,7018ACE,SKF,Angular contact ball,10.799989,13.200011,4.48618,0.45,0
7788,ZC007788,7018C,SKF,Angular contact ball,8.733377,11.266623,3.751824,0.436669,0
7789,ZC007789,7018C78,SKF,SKF,8.7336,11.2668,3.7518,0.4368,0
7790,ZC007790,7018CC,SKF,Angular contact ball,8.650904,11.349096,3.559217,0.432546,0
